pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-22T18:00:02Z,2019-03-22T18:13:31Z,1,1.8,10,0,0,14.3,yellow,cash,Union Sq,East Village,Manhattan,Manhattan
2019-03-22T18:07:12Z,2019-03-22T18:17:07Z,2,1.46,8.5,0,0,12.8,yellow,cash,Midtown North,Upper East Side South,Manhattan,Manhattan
2019-03-22T18:12:50Z,2019-03-22T18:22:05Z,1,1.07,7.5,2.36,0,14.16,yellow,credit card,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-22T18:27:23Z,2019-03-22T18:43:52Z,1,2.93,12.5,3.36,0,20.16,yellow,credit card,Times Sq/Theatre District,Yorkville West,Manhattan,Manhattan
2019-03-22T18:27:32Z,2019-03-22T19:04:29Z,1,5.8,22,0,0,23.8,yellow,credit card,Bedford,Gramercy,Brooklyn,Manhattan
2019-03-22T18:42:58Z,2019-03-22T18:50:21Z,1,0.62,6,2.06,0,12.36,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan
2019-03-22T18:46:14Z,2019-03-22T19:01:30Z,1,2.02,11,0,0,12.8,green,cash,Jackson Heights,North Corona,Queens,Queens
2019-03-22T19:00:07Z,2019-03-22T19:05:52Z,1,0.81,5.5,2.7,0,10,green,credit card,Astoria,Astoria,Queens,Queens
2019-03-22T19:14:43Z,2019-03-22T19:21:00Z,1,0.71,6,0,0,7.8,green,credit card,Marine Park/Mill Basin,Flatlands,Brooklyn,Brooklyn
2019-03-22T19:15:49Z,2019-03-22T19:24:54Z,1,0.66,7,2.26,0,13.56,yellow,credit card,Midtown North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-22T19:16:34Z,2019-03-22T19:21:02Z,2,0.95,5.5,2.45,0,12.25,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan
2019-03-22T19:25:34Z,2019-03-22T19:39:24Z,1,1.45,9.5,1,0,14.8,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-22T19:26:03Z,2019-03-22T19:30:28Z,1,0.7,5,1.5,0,8.3,yellow,credit card,Upper West Side North,Bloomingdale,Manhattan,Manhattan
2019-03-22T19:35:03Z,2019-03-22T19:42:59Z,3,1.05,7,1.8,0,10.6,green,credit card,Cobble Hill,Boerum Hill,Brooklyn,Brooklyn
2019-03-22T19:38:40Z,2019-03-22T19:56:26Z,1,3.1,14.5,4.7,0,23.5,yellow,credit card,Penn Station/Madison Sq West,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-22T19:39:58Z,2019-03-22T19:57:21Z,1,1.91,12,3.26,0,19.56,yellow,credit card,Midtown East,Clinton West,Manhattan,Manhattan
2019-03-22T19:40:05Z,2019-03-22T19:42:38Z,1,0.82,4.5,1.76,0,10.56,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-22T19:45:40Z,2019-03-22T19:58:07Z,1,3.5,14,4.8,5.76,28.86,yellow,credit card,Battery Park City,Carroll Gardens,Manhattan,Brooklyn
2019-03-22T20:14:33Z,2019-03-22T20:23:51Z,2,1.65,8,1.86,0,11.16,green,credit card,Elmhurst,Middle Village,Queens,Queens
2019-03-22T20:15:08Z,2019-03-22T20:23:25Z,1,1.7,8.5,2.69,0,14.99,yellow,credit card,Midtown East,Lincoln Square East,Manhattan,Manhattan
2019-03-22T20:21:14Z,2019-03-22T20:26:43Z,5,0.5,5,1.76,0,10.56,yellow,credit card,West Village,West Village,Manhattan,Manhattan
2019-03-22T20:37:49Z,2019-03-22T21:03:40Z,1,3.4,17,4.15,0,24.95,yellow,credit card,Upper East Side South,Greenwich Village South,Manhattan,Manhattan
2019-03-22T20:50:25Z,2019-03-22T21:04:03Z,1,3.6,13.5,0,0,14.8,green,cash,Elmhurst,Briarwood/Jamaica Hills,Queens,Queens
2019-03-22T20:51:04Z,2019-03-22T21:11:45Z,1,3.9,18,4,0,25.8,yellow,credit card,Penn Station/Madison Sq West,Battery Park City,Manhattan,Manhattan
2019-03-22T20:56:39Z,2019-03-22T21:01:40Z,2,0.79,5.5,2.04,0,8.84,green,credit card,Woodside,Woodside,Queens,Queens
2019-03-22T21:30:40Z,2019-03-22T21:42:17Z,1,1.36,8.5,1,0,13.3,yellow,credit card,Sutton Place/Turtle Bay North,Clinton East,Manhattan,Manhattan
2019-03-22T21:33:32Z,2019-03-22T21:41:15Z,2,1,7,2.15,0,12.95,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-22T21:39:15Z,2019-03-22T21:45:25Z,1,0.84,6,2,0,11.8,yellow,credit card,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-22T21:42:22Z,2019-03-22T21:48:41Z,1,0.74,5.5,1.86,0,11.16,yellow,credit card,Meatpacking/West Village West,West Village,Manhattan,Manhattan
2019-03-22T21:43:25Z,2019-03-22T21:57:55Z,2,3.24,13,2,0,18.8,yellow,credit card,Midtown South,Yorkville West,Manhattan,Manhattan
2019-03-22T21:56:35Z,2019-03-22T22:04:37Z,0,1.5,8,2.35,0,14.15,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-22T22:05:42Z,2019-03-22T22:11:25Z,1,0.88,5,1.76,0,10.56,yellow,credit card,Greenwich Village North,Flatiron,Manhattan,Manhattan
2019-03-22T22:07:59Z,2019-03-22T22:15:54Z,1,1.7,7.5,1.75,0,10.55,yellow,credit card,TriBeCa/Civic Center,Greenwich Village North,Manhattan,Manhattan
2019-03-22T22:23:56Z,2019-03-22T22:35:33Z,1,1.96,10,0,0,13.8,yellow,cash,East Village,Midtown East,Manhattan,Manhattan
2019-03-22T22:52:23Z,2019-03-22T23:00:31Z,1,2.5,9.5,2.66,0,15.96,yellow,credit card,Sutton Place/Turtle Bay North,Long Island City/Hunters Point,Manhattan,Queens
2019-03-22T22:56:44Z,2019-03-22T23:02:09Z,1,1,5.5,0,0,6.8,green,NA,Hamilton Heights,West Concourse,Manhattan,Bronx
2019-03-22T22:58:23Z,2019-03-22T23:12:02Z,4,3.2,13,3.35,0,20.15,yellow,credit card,Sutton Place/Turtle Bay North,Alphabet City,Manhattan,Manhattan
2019-03-22T23:00:04Z,2019-03-22T23:08:53Z,2,1.1,7.5,3.35,0,14.65,yellow,credit card,Clinton East,Midtown North,Manhattan,Manhattan
2019-03-22T23:04:54Z,2019-03-22T23:15:04Z,1,1.08,8,3.54,0,15.34,yellow,credit card,Gramercy,Lower East Side,Manhattan,Manhattan
2019-03-22T23:15:20Z,2019-03-22T23:33:34Z,2,2.78,14,0,0,15.3,green,cash,Forest Hills,Forest Hills,Queens,Queens
2019-03-22T23:21:12Z,2019-03-22T23:28:41Z,1,0.84,6,1.96,0,11.76,yellow,credit card,West Village,SoHo,Manhattan,Manhattan
2019-03-22T23:38:02Z,2019-03-22T23:47:27Z,2,0.86,7.5,1,0,12.3,yellow,credit card,East Village,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-22T23:43:07Z,2019-03-22T23:47:49Z,1,1,5.5,1.85,0,11.15,yellow,credit card,Clinton East,Garment District,Manhattan,Manhattan
2019-03-22T23:56:44Z,2019-03-23T00:22:53Z,1,6.88,23,0,0,24.3,green,cash,East Harlem South,Bedford Park,Manhattan,Bronx
2019-03-23T00:08:00Z,2019-03-23T00:12:52Z,1,0.92,5.5,0,0,9.3,yellow,cash,Greenwich Village North,East Village,Manhattan,Manhattan
2019-03-23T00:19:20Z,2019-03-23T00:26:11Z,1,1,6.5,1.5,0,11.8,yellow,credit card,Midtown South,Midtown East,Manhattan,Manhattan
2019-03-23T00:22:39Z,2019-03-23T00:33:18Z,1,1.37,8.5,2.46,0,14.76,yellow,credit card,Financial District North,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-23T00:30:14Z,2019-03-23T00:46:42Z,1,4.49,15.5,3.86,0,23.16,yellow,credit card,Penn Station/Madison Sq West,Yorkville West,Manhattan,Manhattan
2019-03-23T00:38:21Z,2019-03-23T00:44:11Z,1,1.3,6.5,1,0,11.3,yellow,credit card,West Village,East Chelsea,Manhattan,Manhattan
2019-03-23T01:26:18Z,2019-03-23T01:34:17Z,2,1,7,2.15,0,12.95,yellow,credit card,Greenwich Village South,Gramercy,Manhattan,Manhattan
2019-03-23T01:32:37Z,2019-03-23T01:36:08Z,1,0.7,4.5,0,0,5.8,yellow,cash,Bushwick North,Bushwick South,Brooklyn,Brooklyn
2019-03-23T01:40:20Z,2019-03-23T01:59:24Z,1,2.4,14,2,0,19.8,yellow,credit card,West Chelsea/Hudson Yards,Greenwich Village North,Manhattan,Manhattan
2019-03-23T02:10:39Z,2019-03-23T02:16:40Z,2,1.03,6,1.5,0,11.3,yellow,credit card,Yorkville West,East Harlem South,Manhattan,Manhattan
2019-03-23T02:16:57Z,2019-03-23T02:25:06Z,1,1.49,7.5,1.32,0,10.12,green,credit card,Williamsburg (North Side),Williamsburg (South Side),Brooklyn,Brooklyn
2019-03-23T02:18:09Z,2019-03-23T02:32:25Z,5,3.79,14,3.06,0,18.36,yellow,credit card,Williamsburg (North Side),Crown Heights North,Brooklyn,Brooklyn
2019-03-23T02:20:16Z,2019-03-23T02:26:36Z,1,0.47,5.5,1.86,0,11.16,yellow,credit card,Lower East Side,Chinatown,Manhattan,Manhattan
2019-03-23T02:41:01Z,2019-03-23T02:45:55Z,2,0.98,5.5,0,0,9.3,yellow,cash,Union Sq,Garment District,Manhattan,Manhattan
2019-03-23T02:42:30Z,2019-03-23T02:46:36Z,1,0.75,5,1.76,0,10.56,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2019-03-23T03:03:19Z,2019-03-23T03:07:46Z,3,0.51,4.5,1.66,0,9.96,yellow,credit card,Greenwich Village South,West Village,Manhattan,Manhattan
2019-03-23T03:08:48Z,2019-03-23T03:28:10Z,1,9.7,28,6.36,0,38.16,yellow,credit card,East Village,Flatbush/Ditmas Park,Manhattan,Brooklyn
2019-03-23T03:12:19Z,2019-03-23T03:18:48Z,1,1.5,7,1.62,0,12.42,yellow,credit card,West Village,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-23T03:29:45Z,2019-03-23T03:36:33Z,1,1.8,7.5,0,0,8.8,yellow,cash,Astoria,Sunnyside,Queens,Queens
2019-03-23T04:21:32Z,2019-03-23T04:27:31Z,1,1.2,6.5,1,0,11.3,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-23T04:36:52Z,2019-03-23T04:40:00Z,3,0.7,4.5,0.83,0,9.13,yellow,credit card,East Village,Hudson Sq,Manhattan,Manhattan
2019-03-23T05:06:31Z,2019-03-23T05:10:47Z,2,1.44,6,1.96,0,11.76,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-23T05:59:41Z,2019-03-23T06:05:10Z,2,1.1,6,0,0,9.3,yellow,cash,Midtown North,Garment District,Manhattan,Manhattan
2019-03-23T06:20:27Z,2019-03-23T06:20:59Z,1,0,55,0,0,55.8,yellow,credit card,NA,NA,NA,NA
2019-03-23T06:37:24Z,2019-03-23T06:45:15Z,1,1.2,7,0,0,10.3,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan
2019-03-23T07:07:13Z,2019-03-23T07:14:10Z,1,1.37,7,3.09,0,13.39,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-23T07:11:34Z,2019-03-23T07:15:10Z,1,0.8,5,1.65,0,9.95,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
2019-03-23T07:46:13Z,2019-03-23T07:47:34Z,1,0.5,3.5,1.25,0,5.55,yellow,credit card,East Harlem South,East Harlem South,Manhattan,Manhattan
2019-03-23T08:57:18Z,2019-03-23T08:57:22Z,1,0.02,2.5,0,0,3.3,yellow,cash,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-23T09:09:03Z,2019-03-23T09:11:14Z,1,0.37,3.5,0,0,6.8,yellow,cash,Garment District,Clinton East,Manhattan,Manhattan
2019-03-23T09:10:19Z,2019-03-23T09:17:57Z,1,1.15,7,1.5,0,11.8,yellow,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan
2019-03-23T09:17:28Z,2019-03-23T09:19:17Z,3,0.48,3.5,1.36,0,8.16,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-23T09:46:05Z,2019-03-23T09:52:25Z,1,1.1,6.5,1.95,0,11.75,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019-03-23T09:51:43Z,2019-03-23T09:56:25Z,1,1.04,5.5,1,0,9.8,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
2019-03-23T09:51:54Z,2019-03-23T09:59:43Z,5,1.08,7,2.06,0,12.36,yellow,credit card,Lenox Hill West,Midtown North,Manhattan,Manhattan
2019-03-23T09:59:40Z,2019-03-23T10:10:47Z,1,2.16,10,2.66,0,15.96,yellow,credit card,Lincoln Square East,Midtown South,Manhattan,Manhattan
2019-03-23T10:21:54Z,2019-03-23T10:26:59Z,1,0.92,5.5,2.2,0,11,yellow,credit card,Lincoln Square East,Central Park,Manhattan,Manhattan
2019-03-23T10:43:41Z,2019-03-23T10:58:43Z,1,2.52,12.5,0,0,13.3,green,credit card,Mott Haven/Port Morris,East Concourse/Concourse Village,Bronx,Bronx
2019-03-23T10:51:45Z,2019-03-23T11:05:05Z,1,2.91,12,0.01,0,15.31,yellow,credit card,Penn Station/Madison Sq West,Upper East Side South,Manhattan,Manhattan
2019-03-23T11:05:12Z,2019-03-23T11:13:29Z,1,1.6,8,0,0,11.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan
2019-03-23T11:12:10Z,2019-03-23T11:21:10Z,4,1.77,8,0,0,11.3,yellow,cash,Greenwich Village South,World Trade Center,Manhattan,Manhattan
2019-03-23T11:21:20Z,2019-03-23T11:26:13Z,1,0.76,5.5,1.76,0,10.56,yellow,credit card,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
2019-03-23T11:23:51Z,2019-03-23T11:28:12Z,1,0.49,4.5,0,0,7.8,yellow,cash,Upper East Side South,Midtown North,Manhattan,Manhattan
2019-03-23T11:27:00Z,2019-03-23T12:20:11Z,1,7.67,28,0,0,28,green,cash,Jackson Heights,Maspeth,Queens,Queens
2019-03-23T11:59:53Z,2019-03-23T12:16:28Z,2,3.78,14.5,3.56,0,21.36,yellow,credit card,Yorkville East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-23T12:24:57Z,2019-03-23T12:38:10Z,1,0.9,9.5,0,0,12.8,yellow,cash,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
2019-03-23T12:48:25Z,2019-03-23T12:57:26Z,1,0.98,7.5,2.16,0,12.96,yellow,credit card,Penn Station/Madison Sq West,Gramercy,Manhattan,Manhattan
2019-03-23T13:07:17Z,2019-03-23T13:17:29Z,4,1.5,8.5,3,0,14.8,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-23T13:13:20Z,2019-03-23T13:15:13Z,1,0.51,3.5,1.36,0,8.16,yellow,credit card,West Village,Hudson Sq,Manhattan,Manhattan
2019-03-23T13:33:13Z,2019-03-23T13:57:15Z,1,3,17,5.05,0,25.35,yellow,credit card,Meatpacking/West Village West,Lincoln Square East,Manhattan,Manhattan
2019-03-23T13:34:09Z,2019-03-23T13:40:26Z,2,1.6,7,2.06,0,12.36,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
2019-03-23T13:35:38Z,2019-03-23T13:37:47Z,2,0.2,3,0,0,6.3,yellow,cash,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
2019-03-23T13:48:30Z,2019-03-23T14:00:34Z,1,1.98,10,3,0,13,green,credit card,Central Harlem,Central Harlem North,Manhattan,Manhattan
2019-03-23T13:53:38Z,2019-03-23T14:04:13Z,5,0.88,8,2.82,0,14.12,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-23T13:54:58Z,2019-03-23T13:57:14Z,1,0.77,4.5,0,0,5.3,yellow,cash,Astoria,Queensbridge/Ravenswood,Queens,Queens
2019-03-23T13:56:28Z,2019-03-23T13:58:12Z,2,0.32,3.5,0,0,6.8,yellow,cash,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019-03-23T14:00:52Z,2019-03-23T14:08:51Z,2,1.1,7,1.75,0,12.05,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
2019-03-23T14:04:51Z,2019-03-23T14:14:47Z,5,1.39,8,0,0,11.3,yellow,cash,Clinton East,Midtown North,Manhattan,Manhattan
2019-03-23T14:20:01Z,2019-03-23T14:34:18Z,3,1.6,11,0,0,14.3,yellow,cash,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-23T14:22:30Z,2019-03-23T14:31:37Z,1,2.1,9,0,0,12.3,yellow,cash,Lenox Hill West,Central Park,Manhattan,Manhattan
2019-03-23T14:26:40Z,2019-03-23T15:00:33Z,1,14.03,38.61,0,5.76,44.87,green,credit card,Crotona Park East,Jamaica Estates,Bronx,Queens
2019-03-23T14:33:01Z,2019-03-23T14:51:41Z,5,1.63,12.5,0,0,15.8,yellow,cash,Battery Park City,Chinatown,Manhattan,Manhattan
2019-03-23T14:35:23Z,2019-03-23T15:12:38Z,1,16.7,52,12.17,5.54,73.01,yellow,credit card,Midtown East,JFK Airport,Manhattan,Queens
2019-03-23T14:41:02Z,2019-03-23T15:05:32Z,1,3.51,17.5,0,0,20.8,yellow,cash,Meatpacking/West Village West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-23T14:43:34Z,2019-03-23T15:03:22Z,2,3.36,15,3.66,0,21.96,yellow,credit card,Gramercy,Yorkville West,Manhattan,Manhattan
2019-03-23T14:46:49Z,2019-03-23T15:07:10Z,1,4,17,4.05,0,24.35,yellow,credit card,Garment District,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-23T14:47:55Z,2019-03-23T14:51:35Z,1,0.7,5,0,0,8.3,yellow,cash,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan
2019-03-23T14:53:18Z,2019-03-23T15:18:39Z,1,3.1,17,4.05,0,24.35,yellow,credit card,Murray Hill,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-23T14:53:48Z,2019-03-23T15:16:00Z,5,4.36,18,6.39,0,27.69,yellow,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan
2019-03-23T14:59:01Z,2019-03-23T15:14:27Z,5,2.5,11.5,0,0,14.8,yellow,cash,Chinatown,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-23T15:08:14Z,2019-03-23T15:35:29Z,1,3.3,18.5,4.35,0,26.15,yellow,credit card,Penn Station/Madison Sq West,Lenox Hill West,Manhattan,Manhattan
2019-03-23T15:09:37Z,2019-03-23T15:17:50Z,1,1.71,8,2.26,0,13.56,yellow,credit card,Lenox Hill West,Lincoln Square East,Manhattan,Manhattan
2019-03-23T15:54:39Z,2019-03-23T16:43:28Z,1,18.6,52,0,5.76,61.06,yellow,cash,West Chelsea/Hudson Yards,JFK Airport,Manhattan,Queens
2019-03-23T16:03:06Z,2019-03-23T16:08:09Z,1,0.8,5.5,0,0,8.8,yellow,cash,West Village,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-23T16:07:26Z,2019-03-23T16:45:12Z,1,12.05,36.5,0,0,40.05,green,cash,Astoria,TriBeCa/Civic Center,Queens,Manhattan
2019-03-23T16:19:54Z,2019-03-23T16:22:52Z,1,0.73,4.5,1.95,0,9.75,yellow,credit card,Hudson Sq,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-23T16:23:27Z,2019-03-23T16:30:08Z,1,0.84,6,1.4,0,10.7,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
2019-03-23T16:34:39Z,2019-03-23T17:07:21Z,3,3.45,20.5,0,0,23.8,yellow,cash,Little Italy/NoLiTa,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-23T16:37:31Z,2019-03-23T16:41:53Z,5,0.63,4.5,0,0,7.8,yellow,cash,Midtown South,Gramercy,Manhattan,Manhattan
2019-03-23T16:54:39Z,2019-03-23T17:04:26Z,1,0.85,7.5,2.16,0,12.96,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan
2019-03-23T16:54:48Z,2019-03-23T17:07:10Z,1,1.55,9.5,2.58,0,12.88,green,credit card,Greenpoint,Williamsburg (North Side),Brooklyn,Brooklyn
2019-03-23T17:09:07Z,2019-03-23T17:46:10Z,1,5.43,25.5,0,0,26.3,yellow,credit card,Upper West Side North,Flatiron,Manhattan,Manhattan
2019-03-23T17:11:33Z,2019-03-23T17:11:50Z,2,0,52,12.21,5.76,73.27,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019-03-23T17:22:07Z,2019-03-23T17:33:03Z,1,1.17,8.5,0,0,11.8,yellow,cash,East Chelsea,Garment District,Manhattan,Manhattan
2019-03-23T17:23:10Z,2019-03-23T17:30:11Z,1,1.4,7,2.05,0,12.35,yellow,credit card,Lincoln Square West,Midtown North,Manhattan,Manhattan
2019-03-23T17:36:17Z,2019-03-23T17:57:56Z,1,2.65,15,3.66,0,21.96,yellow,credit card,Yorkville West,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-23T17:45:29Z,2019-03-23T18:06:28Z,1,2.66,14.5,3.56,0,21.36,yellow,credit card,East Chelsea,Upper West Side South,Manhattan,Manhattan
2019-03-23T18:05:38Z,2019-03-23T18:25:36Z,1,2.82,14,0,0,14.8,green,credit card,Claremont/Bathgate,Spuyten Duyvil/Kingsbridge,Bronx,Bronx
2019-03-23T18:17:22Z,2019-03-23T18:46:01Z,1,9.31,30.5,0,5.76,37.06,yellow,credit card,Pelham Bay,Jackson Heights,Bronx,Queens
2019-03-23T18:26:09Z,2019-03-23T18:49:12Z,1,7.07,20,0,0,20,green,cash,Parkchester,East Harlem South,Bronx,Manhattan
2019-03-23T18:35:01Z,2019-03-23T18:47:39Z,1,3.2,12.5,2,0,17.8,yellow,credit card,UN/Turtle Bay South,East Village,Manhattan,Manhattan
2019-03-23T18:35:04Z,2019-03-23T18:45:07Z,1,1.5,8,0,0,8.8,yellow,cash,Astoria,Astoria,Queens,Queens
2019-03-23T18:38:00Z,2019-03-23T18:58:13Z,1,5.2,18.5,0,0,21.8,yellow,cash,Astoria,Upper West Side South,Queens,Manhattan
2019-03-23T18:38:22Z,2019-03-23T19:00:51Z,5,4.3,18.5,0,0,19.3,green,cash,Forest Hills,South Ozone Park,Queens,Queens
2019-03-23T18:40:06Z,2019-03-23T18:52:52Z,1,1.55,9.5,2.56,0,15.36,yellow,credit card,East Village,East Chelsea,Manhattan,Manhattan
2019-03-23T18:42:24Z,2019-03-23T18:49:04Z,1,1.1,6,0,0,9.3,yellow,cash,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan
2019-03-23T18:46:09Z,2019-03-23T18:59:54Z,1,2.8,11.5,2,0,16.8,yellow,credit card,Central Harlem,Lincoln Square East,Manhattan,Manhattan
2019-03-23T18:49:13Z,2019-03-23T19:01:58Z,2,2.33,10.5,2.76,0,16.56,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-23T19:02:50Z,2019-03-23T19:13:27Z,2,1.55,9,0,0,12.3,yellow,cash,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan
2019-03-23T19:08:25Z,2019-03-23T19:14:28Z,2,1.28,6.5,2,0,11.8,yellow,credit card,Lenox Hill West,Midtown North,Manhattan,Manhattan
2019-03-23T19:09:00Z,2019-03-23T19:19:34Z,1,1.56,9,2.46,0,14.76,yellow,credit card,Central Park,Upper West Side South,Manhattan,Manhattan
2019-03-23T19:12:42Z,2019-03-23T19:23:38Z,2,1.21,8,2.26,0,13.56,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-23T19:15:30Z,2019-03-23T19:40:48Z,1,2.96,17,0,0,20.3,yellow,credit card,East Village,Clinton East,Manhattan,Manhattan
2019-03-23T19:18:31Z,2019-03-23T19:30:12Z,1,1.7,9.5,2.55,0,15.35,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan
2019-03-23T19:18:42Z,2019-03-23T19:24:43Z,1,1.02,6.5,3,0,12.8,yellow,credit card,Upper West Side North,Upper West Side South,Manhattan,Manhattan
2019-03-23T19:22:48Z,2019-03-23T19:28:28Z,2,1.4,7,0,0,7.8,yellow,cash,Upper West Side North,Morningside Heights,Manhattan,Manhattan
2019-03-23T19:23:50Z,2019-03-23T19:27:25Z,1,0.51,4.5,1,0,8.8,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019-03-23T19:24:28Z,2019-03-23T19:47:17Z,0,1.5,14.5,3,0,20.8,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
2019-03-23T19:29:09Z,2019-03-23T19:36:46Z,1,1.01,6.5,0,0,9.8,yellow,cash,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
2019-03-23T19:32:04Z,2019-03-23T19:44:19Z,1,5.13,17,0,0,20.55,green,cash,Manhattanville,Clinton East,Manhattan,Manhattan
2019-03-23T19:38:43Z,2019-03-23T19:44:48Z,1,1.29,6.5,1.46,0,8.76,green,credit card,Boerum Hill,Clinton Hill,Brooklyn,Brooklyn
2019-03-23T19:41:05Z,2019-03-23T19:52:03Z,1,1.11,8.5,2.36,0,14.16,yellow,credit card,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-23T20:09:01Z,2019-03-23T20:17:12Z,1,0.76,6.5,0,0,10.3,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019-03-23T20:43:05Z,2019-03-23T21:19:27Z,4,4.7,23,5,0,31.8,yellow,credit card,Lenox Hill West,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-23T20:52:45Z,2019-03-23T20:56:43Z,1,0.73,5,2.64,0,11.44,yellow,credit card,Midtown North,Lenox Hill West,Manhattan,Manhattan
2019-03-23T20:58:35Z,2019-03-23T21:21:25Z,2,5.7,20.5,0,0,24.3,yellow,cash,Lincoln Square East,Jackson Heights,Manhattan,Queens
2019-03-23T21:08:43Z,2019-03-23T21:27:38Z,1,4.42,17.5,0,0,21.3,yellow,cash,Chinatown,Crown Heights North,Manhattan,Brooklyn
2019-03-23T21:12:38Z,2019-03-23T21:33:18Z,0,1.8,13.5,1.2,0,18.5,yellow,credit card,Midtown South,Midtown North,Manhattan,Manhattan
2019-03-23T21:48:43Z,2019-03-23T21:58:19Z,1,1.4,8,2.95,0,14.75,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan
2019-03-23T21:59:01Z,2019-03-23T22:08:14Z,2,1,7,2.15,0,12.95,yellow,credit card,Meatpacking/West Village West,West Village,Manhattan,Manhattan
2019-03-23T22:03:48Z,2019-03-23T22:08:48Z,1,0.67,5,2,0,10.8,yellow,credit card,Union Sq,Midtown South,Manhattan,Manhattan
2019-03-23T22:06:31Z,2019-03-23T22:12:32Z,1,0.6,5.5,0,0,9.3,yellow,cash,Union Sq,Midtown South,Manhattan,Manhattan
2019-03-23T22:09:10Z,2019-03-23T22:21:08Z,1,1.53,9,0,0,12.8,yellow,cash,Midtown North,Upper West Side South,Manhattan,Manhattan
2019-03-23T22:18:33Z,2019-03-23T22:26:02Z,2,1.3,7,1,0,11.8,yellow,credit card,West Village,TriBeCa/Civic Center,Manhattan,Manhattan
